index,count,hate_speech,offensive_language,neither,class,tweet
10174,3,0,0,3,2,Askari wa Grest na mimi nikamwambia bitch yangu aachane nami sababu sijaenda kupendekeza & # 8230; http://t.co/fvOjGH6bP8
10175,6,0,5,1,1,Kukua & # 8220; @jcastrosieira: RT & # 8220; @CirocBwoy_: kwa sababu tu nigga ana majembe haimaanishi kuwa hakupendi & # 8221; http://t.co/kkdH6DtlFL&#8221;
10176,3,0,3,0,1,Kukua kidogo
10177,3,0,3,0,1,Grr ... Woke up ickblah. Msongamano ew chunky bloaty gross. Ulikosa mazoezi. 1 1 / 2hr subiri Dk.
10178,3,0,3,0,1,Ijumaa ya Boo.
10179,6,0,6,0,1,"#wineytweet """
10181,3,0,3,0,1,Jembe lenye kutu
10182,3,0,3,0,1,Gtta kuruka kidogo na yeye anasimamanje!
10183,3,0,3,0,1,Gucci alikata koo kutumia kukaa karibu na nyumba yake ya limfoline ya kenfolk akimimina pesa za kukodisha
10184,3,1,2,0,1,Gucci huhisi kama mpango wa jeezy pussy ulijaribu kuniua na haukufanikiwa. Nigga bahati Gucci hajajaribu kumshusha
10185,3,0,3,0,1,Gucci alipiga viwambo maarufu zaidi lakini yeye ndiye aina ya kutolazimika kuongea juu yake. Ajabu ni nani aliyefungua mdomo wao?
10186,3,0,3,0,1,Gucci mane juu ya kitoto
10187,3,0,3,0,1,Gudnight kuweka kwamba pussy tight
10188,3,0,3,0,1,Nadhani itabidi niongeze Robin Williams karibu kabisa na Charlie Chaplin.
10189,3,0,3,0,1,"Sasa Adam Sandler anabaki kuwa mchekeshaji wangu kipenzi aliyebaki. """
10190,6,1,5,0,1,"Nadhani ni nani tu aliyepata nyumba katika jiji la Columbus? Ndio sawa bitch ulikisia, mtu huyu."
10191,3,0,3,0,1,Nadhani ni nani kidogo? http://t.co/Hl6SwLYGfV
10192,3,0,3,0,1,Gum kushuka akiangalia bitch akitoa maoni juu ya sura za watu
10193,3,0,0,3,2,Jamaa tweets: nataka kula pussy
10194,3,0,0,3,2,Mfuasi anajibu: ukweli!
10195,3,1,0,2,2,Tweets za wasichana: Nataka kunyonya Dick fulani
10196,3,0,1,2,2,Mfuasi anajibu: jembe !!!
10198,3,0,0,3,2,"SIYO HAKI """
10199,3,0,3,0,1,Wavulana sasa na siku hufanya kama hawajali kwa sababu pussy ni rahisi lakini hiyo sio jambo pekee ambalo ni muhimu & # 128079; & # 128079;
10200,3,0,3,0,1,Jamaa wanasema bros kabla ya majembe. Ninasema chakula kabla ya dudes.
10201,3,1,2,0,1,Jamaa haraka sana kuongea shit kwa kitoto wangembusu punda.
10202,3,0,1,2,2,Wavulana ambao wanajitahidi kupata pussy ndio niggas kuu ambayo wanawake huzungumza vibaya. Angeweza kupata pussy zaidi ikiwa anaweza kujifunza jinsi ya kuteleza na baridi
10203,6,1,5,0,1,Vipande bandia vya H8
10204,3,0,3,0,1,"HAHA & # 8220; @BASEDNAFRICAN: ""Ikiwa yeyote kati yenu atauma hata Fikiria juu ya kunishambulia kwenye lifti ...."" http://t.co/cp2C1iQria&#8221;"
10205,3,0,1,2,2,HAHAHAHA Ninafurahi sana kwamba bitch alimwagika kahawa yake kila mahali
10206,3,1,2,0,1,"HAHAHAHAHAHA RT ""@itslostdory: 1 i kuacha swimmin den i fuq ur bitch"""
10207,3,0,3,0,1,Takataka ya HBA
10208,3,0,3,0,1,"HOT #ISIS PICHA ZA HABARI ZA KIJAMII PICHA: Jihadis Wanaocheka Wanapata Mtoto Wa Kick Kichwa Kilichokatwa & # 8211; *** onyo, picha *** http://t.co/XdpSzwj6sK #lnyhbt #tgdn"
10209,3,0,3,0,1,"PICHA ZA HABARI ZA HABARI ZA ISISIA YA JAMII: Jihadis za kucheka Pata Mtoto Kick kichwa kilichokatwa & # 8211; *** onyo, picha *** http://t.co/7Zr8daxNg4 #tcot #pjnet"
10210,3,0,3,0,1,"PICHA ZA HABARI ZA HABARI ZA ISISIA YA JAMII: Jihadis za kucheka Pata Mtoto Kick kichwa kilichokatwa & # 8211; *** onyo, picha *** http://t.co/P4MiSIV5A1 #tcot #pjnet"
10211,3,1,2,0,1,JINSI & # 8220; @darrenrovell: Chai Tamu iliyokaangwa sana kwenye ganda la graham katika Jumba la Haki la Texas (kupitia @gravweldon) http://t.co/KVzhlmCsls&#8221;
10212,3,0,3,0,1,"KIMAUMBILE !! Kumwita BHO nyani! #Korea ya Kaskazini & lt; inaweza kuwa rundo la assholes, lakini maoni hayo yalinifanya nicheke tumbo !!!"
10213,4,1,3,0,1,Ha bill bellicheck hakutaka kutoa mahojiano nini pussy !!!! Hey bili karmas kitoto !!!!!!!!
10214,3,0,3,0,1,Ha mtoto
10215,3,0,2,1,1,Ha dat bitch jela
10216,3,0,3,0,1,Ha .. Nani anayeweza kupata pussy haraka siku hizi
10217,3,0,3,0,1,Ha .. wewe ni jembe lenye upweke
10218,3,0,3,0,1,Ilibidi kumzuia yule chizi. Soooo inakera & # 128530;
10219,3,0,3,0,1,Ilibidi nibadilishe shit yangu juu ya majembe yako
10220,3,0,3,0,1,Ilibidi kufanya simu nyingine ifagie! aka futa majembe haya kutoka kwa anwani zangu
10221,6,0,6,0,1,Ilibidi niondolee jembe hilo mbali na TL yangu
10222,3,0,3,0,1,Ilibidi kugusa yung nicca up halisi wa mwisho wa mwisho & # 128514; & # 128514;
10223,3,0,3,0,1,Alikuwa na bitch kuu ya juu ..
10224,3,0,0,3,2,Hah LOL kubwa kwa fagots zote za kukwama
10225,3,0,2,1,1,Haha nitakupiga risasi na yule bitch nadhani bunduki yangu ni bi
10226,3,0,2,1,1,Haha Tanaka alikwenda Yankee. Pole sana Bums!
10227,3,0,2,1,1,Haha siku ya kuzaliwa ya tasnia ya kibinafsi inahitajika kwa wote ambao wameadhimisha siku yetu ya bday mwezi uliopita siwezi kusubiri yetu! Nakuona nig ** s lol & # 128513;
10228,3,0,3,0,1,Haha jogoo punda gucci
10229,3,0,3,0,1,"Haha namwita msichana wangu kitoto, tu kwa sababu yeye ananiita mmoja & # 128540;"
10230,3,0,3,0,1,Haha macklemoore alikuwa tu kwenye viunga vyangu vya mashua. Pada mweusi huyo!
10231,3,0,3,0,1,"Haha niggah @ Mig_uel04 alijitoa, hawezi kuendelea nami & # 128540; mshindwi !"
10232,3,0,3,0,1,"Haha, mashabiki wa Yankees wamepotea sura kuhusu picha ya Hu27le"
10233,3,0,3,0,1,Hahah ni ya kuchekesha jinsi majembe yote mabubu wanataka kukufuata wewe nigga ili tu uwe juu ya punda wako kama bitch kutomba wewe kreepen fo?
10234,3,0,3,0,1,Hahaha nakuona niggah & # 128064; & # 128517;
10235,3,0,3,0,1,Hahaha mimi niko dhaifu! RT @ImDaddyTho_: Alikuwa akitumia vibaya hii pussy ...... Lmfao
10236,4,1,3,0,1,Shule ya upili ya Hahaha ni utani gani zaidi kama kuumwa bandia niggas bubu hukusanyika hapa
10237,3,1,2,0,1,Hahahaa kwa hivyo watu hawawezi mzazi tofauti ...? Twitter ni takataka ya fuckin ahahahha http://t.co/b6koSBMzBz
10238,3,0,1,2,2,"Hahahaaha mwalimu wangu amefunua tu haya matundu. Alisema ""Unahitaji kuacha kaimu ghetto sababu sio nzuri"""
10239,3,0,2,1,1,Hahahaha pussies fucking @kevinlove @ KingJames @cavs
10240,3,0,1,2,2,Hahahaha manziel ni fagot na kahawia watamharibu. Shinda kushinda kwangu
10241,3,0,3,0,1,Hahahahaa fuckin kunguru anayeonekana kama mtoto
10242,3,0,3,0,1,"Hahahhahaa RT @PrinceBama: Mpenzi wako takataka ma, acha tryna ujiridhishe vinginevyo katika hizi tweets"
10243,3,0,3,0,1,Kuvuta nywele wakati wa ngono ni njia tu ya kumjulisha kuwa pussy yake ni nzuri
10244,3,0,2,1,1,Haley aliitwa weusi & amp; anatuhumiwa kwa uzinzi na aliibuka juu ya kura. wote wanafikiri Sheheen hakugundua hilo?
10245,3,1,2,0,1,Nusu ya majembe ya yall wakati wowote. Kwa hivyo wale walio na mapungufu ya paja hupata rafiki bila em. Kuwa na nigga kutomba yall wote wawili na muulize ni nani aliyepata pussy bora
10246,6,1,5,0,1,Nusu ya viunga hivi vichezewe kwa sababu lakini ni mbali na kilema
10247,3,0,3,0,1,"Nusu wanawake hawa walio na majina haya ya twitter kama ""kula pussy yangu"" hata kuhusu maisha hayo kaka .."
10248,3,0,3,0,1,Halloween ni likizo ya jembe
10249,3,0,3,0,1,"Kumalizika kwa Halloween, na kuumwa bado kucheza majukumu."
10250,3,2,1,0,0,Nipe pombe na nitaifunga
10251,3,1,2,0,1,Kibandiko cha ulemavu ninaegesha mahali ninapotaka.
10252,3,0,3,0,1,Kuchumbiana na wavulana haikufanyi jembe
10253,3,0,3,0,1,Kunyongwa na daney na ari leo !!! & # 128556; & # 128556; & # 128556; & # 128556; kitanzi changu!
10254,3,0,3,0,1,Kunyongwa na viunga vyangu sikuweza kuwa na furaha zaidi #thegoodlife
10255,3,0,3,0,1,Heri ya 18 hadi thbatches kuu zote !!! Chukua urahisi kwenye sigara! @aqfleck @rmusshy http://t.co/aa7z9X1KUw
10256,3,0,3,0,1,Heri Bday ya bitch wewe !! @Maffue
10257,3,0,3,0,1,Heri ya siku ya kuzaliwa !!! Nitakupenda kila wakati hata tukikaa mwaka bila kuongea bc wewe ni mdogo bado wewe ni dada yangu & # 128514; & # 128149; & # 10084; & # 65039; @_askaboutbrandy
10258,6,0,6,0,1,Happy Birthday nigguh weka blunts yako mafuta na vikombe vyako vimejazwa :) @BigDaddySniper
10259,3,0,3,0,1,Heri ya Siku ya kuzaliwa kwa nguruwe huyu! @ OliviaLuu3
10260,3,0,3,0,1,Heri ya Siku ya Columbus! Hata #BillMaher anapenda #cocaine na #Columbus !!! Je! Ni shida gani kwako #liberals? Fuckin '#moron #bali ....
10261,3,0,3,0,1,Heri ya Siku ya Columbus !!! Furahiya tu kuwa hatukuwa usin '#weavetrip kukamata sails. MZITO THO & gt; Shit hiyo itakuwa # wigger & gt;
10262,3,0,3,0,1,Heri ya Pasaka ninyi wana wachafu kidogo! #NFG #WGE #Pata Mayai #Mayai Yuko NdaniYake http://t.co/pNQLgWzNd3
10263,3,0,3,0,1,Ijumaa njema inaumwa #kimorablac http://t.co/SKpKf0fGNe
10264,3,0,3,0,1,Happy bday @wizkhalifa nakupenda nigguh yangu #LivingLegend
10265,3,0,3,0,1,Heri ya siku ya kuzaliwa @Anastacia_Cole nakupenda fagot
10266,3,0,3,0,1,Heri ya siku ya kuzaliwa! @mwananchi
10267,3,0,3,0,1,Furaha ya siku ya kuzaliwa & # 128526; @ THEalexflores10 http://t.co/2fBKhkQiJa
10268,6,0,6,0,1,Fag ya kuzaliwa ya furaha @collin_geer love ya
10269,3,0,3,0,1,Heri ya kuzaliwa mtoto mdogo wa kiume @ Digo13Nieto & # 128522; & # 127881; & # 127882;
10270,3,0,3,0,1,Nig njema ya kuzaliwa @ Khyzzer1! Kukosa punda wako mweusi & # 128514; & # 128526; #TU
10271,3,0,3,0,1,Happy pops aka old negro kiroho aka yule mtu ambaye alisema nilikuwa ajali. 64 kamwe hakuonekana hivyo & # 8230; http://t.co/Igq8v6RIHH
10272,3,0,3,0,1,Heri ya siku ya kuzaliwa kwa mtoto anayependeza zaidi ninayemjua @jdellasperanza nimefurahi sana nina uhusiano na wewe & # 128540;
10273,3,0,3,0,1,Heri ya kuzaliwa kwa bitch yangu. @PaaullyM ilibidi nivute ni gari la punda la botch ... Nakupenda cuz
10274,3,1,2,0,1,Heri ya kuzaliwa kwa pop wangu. Kiroho cha zamani cha zamani ni 64 leo lol
10275,3,0,3,0,1,Heri ya kuzaliwa kwa ucheleweshaji mkubwa huko nje. Wewe ni ucheleweshaji wangu uupendao @jennahnorberg furaha ya siku za kuzaliwa
10276,3,0,0,3,2,Heri ya siku ya kuzaliwa kwa punda huyu wa koni nigga buckcity @ThatLatsonKidd
10277,3,0,3,0,1,Heri ya siku ya kwanza ya chuo kikuu nigger @MorbidMermaid
10278,3,0,3,0,1,Happy hangover #Bloomington #btown #iubb #IU #Indiana #hoosierdaddy #HoosierNation #hoosiers ufufuo sasa umekamilika. #ncaa # kubwa10
10279,3,0,3,0,1,Heri ya zamani ya nigga nikapenda tu mifupa nyekundu mifupa inaangalia hii.
10280,6,2,4,0,1,Ni ngumu sana kuwa na busara mimi sherehe hadi imalizike.
10281,3,2,1,0,0,Takataka ya Dunia ya Harlem? Kuvutia.
10282,3,0,1,2,2,Harry lazima thincc mimi ni mtoto anaweza kuanguka Bacc kwa jumla & # 128514; & # 128557; Boi BYEEEEE & # 128075; & # 9995; & # 9996; & # 65039;
10283,3,0,3,0,1,Harvard alipata majembe mabaya zaidi ya kushangilia Amerika
10284,3,0,2,1,1,Je! Kuna mtu amewahi kununua uchafu wa uwanja wa baseball? Nataka uchafu kutoka uwanja wa @ Yankees kwa kaburi la babu yangu. #wewewweet
10285,3,0,3,0,1,Mchukie mtoto ambaye siku zote yuko kwenye fujo
10286,3,0,3,0,1,"Chukia jembe ambalo linadhani mahusiano ni ya msimu .. ""comin ya msimu wa baridi, Ngoja nipate mpenzi"" .. Sauti bubu kama kuzimu .."
10287,3,0,0,3,2,"Chuki zao ""hufanya mazoezi"" kwa mwaka, ningependa kula kama nguruwe na kunywa kama nina shida"
10288,3,0,3,0,1,Chuki dat jembe
10289,3,0,0,3,2,Chukia nini kifanya http://t.co/QzTnw6cdKi
10290,3,0,0,3,2,Mchukie huyo bwege RT @NYSAMke wa wanyama wa Ray Donovan ananiudhi
10291,3,0,0,3,2,Chukia hii dyke
10292,3,0,1,2,2,Chuki wakati mimi niko katika mji wa wasichana mpigie basi atapiga tena baada ya kuwa kwenye ndege Bitch FOH
10293,3,0,3,0,1,Chuki wakati matapeli hupata marafiki wa kiume kisha sahau yote juu yako kama wewe haukuwepo kabla hawajakusanyika
10294,3,0,3,0,1,"Kuchukia wakati vidonda vinazungumza kama wanavyotaka akili zako nje halafu uwe kama ""im just filrting"" lmao fuck u bitch"
10295,3,0,3,0,1,"Chuki wakati viunga vinajaribu kukuweka kwenye eneo la rafiki ... kidogo mimi ni alama ya kujaribu, niweke katika eneo la mwisho"
10296,3,0,3,0,1,Chuki wakati matako na nywele ndefu huamua kukata nywele. Nothin mzuri huja kutoka kwa hiyo
10297,3,0,3,0,1,Chuki wakati majembe yanajaribu kukuongoza kwenye naw kama lil bitch im coool
10298,3,1,2,0,1,Chukia wakati majembe yangu yanatoka hapa kuanza kwa actin single smh. #DezHoesAintLoyal @ bbuff30 @ SophieFairman1
10299,3,0,3,0,1,Kunichukia? Halafu kitoto ni nini kizuri?
10300,3,0,3,0,1,Kofia kwa vifaranga vyote vya hoodrat kutoka ghetto ambao wana mashambulizi ya wasiwasi wakati wa hafla rasmi
10301,3,0,3,0,1,Je! Wameona Sayari ya Nyani & # 8220; @WhatTheFacts: Brazil ina idadi kubwa zaidi ya spishi za nyani kuliko taifa lolote ulimwenguni na 116. & # 8221;
10302,3,1,2,0,1,Je! Wewe Eva umemuuliza nicca wapi dey alipata hesabu feki ya uwongo
10303,3,0,3,0,1,"Je! Umewahi kutokea kwenye champagne kwenye ndege, wakati unapata ubongo"
10304,3,0,3,0,1,"Akachomoa, alisema """" Sijawahi kuona Nyoka kwenye Ndege """" """
10306,3,0,3,0,1,Je! Umewahi kumpiga kofi kwa kukupa hickey kubwa #wiggy #wiggy #wiggy
10307,3,0,0,3,2,"Je! Umewahi kufikiria kitoto kilikuwa chenye unyevu kama kutomba, lakini ukaamka asubuhi iliyofuata & amp; aligundua kuwa alikuwa kwenye kipindi chake tu?"
10308,3,0,0,3,2,"Umesikia & # 8216; guala shit Akishirikiana na: chase-da-doe, r.o.m.e, na mvulana mkubwa & # 8217; na Joseph Chase Rinche kwenye #SoundCloud? https://t.co/OOGNA1zNcR"
10309,3,0,3,0,1,Je! Umekumbatia ndege wa wacko leo?
10310,3,0,3,0,1,Je! Umeona watu wote wa ghetto wakiwataja watoto wao baada ya magari? Mercedes & # 8230; Lexus & # 8230; Kumilikiwa tena.
10311,3,0,3,0,1,Sijaongea na bitch yangu kwa muda lol. @RynoLewis
10312,3,0,3,0,1,"Kuwa na ""majembe hayo"" huzeeka, vizuri tayari imezeeka."
10313,3,0,3,0,1,"Kuwa na 'mpenzi mpya' kila mwezi haimaanishi wewe ni mzuri .... Inamaanisha wewe ni rahisi, na umepungukiwa."
10314,3,0,3,0,1,Kuwa na mtoto sio mbaya. Kuwa na mtoto sio mwaminifu ni
10315,3,0,0,3,2,Kuwa na mtoto huja vizuri wakati wa hii & # 128533;
10316,3,0,3,0,1,"Kuwa na majembe sio baridi, Hiyo itakuwa bora kuliko zile zote"
10317,3,0,3,0,1,Kufanya mapenzi na mtu wa kiume kumweka karibu na wewe kwa majembe bubu ambao wanafikiria hivyo. Kuna pussy nyingi. Lazima uwe na mvulana ambayehautatoa
10318,3,0,3,0,1,"Baada ya kutumia moto wote kumweleza yule jamaa karibu yangu kuweka simu yake, sasa napambana na raia ili niweze kununua maziwa"
10319,3,0,3,0,1,Hayfever ni shangazi
10320,3,0,3,0,1,Hazel e anaonekana kama ndege ... Yake na kaep huenea kwa uhusiano na pua na shit
10321,3,0,3,0,1,Kahawa ya Hazlenut na watapeli wa graham kila asubuhi & # 128525; & # 128588; & # 128152;
10322,3,1,2,0,1,Yeye ni jembe ambalo RT @AC_Hussle: Uke mzuri ni nadra sana kushikamana na mwanamke mzuri. Mungu ana ucheshi wa ajabu.
10323,3,2,1,0,0,"Yeye sio msichana mrembo, & # 128175; yeye mjinga alifanya nigga!"
10324,3,0,3,0,1,"Yeye awe kama ""bitch usiguse almaria yangu"""
10325,3,0,3,0,1,Afadhali achague kwa sababu sio Bitch checcin a nigga kwamba yeye sio Fw kwa kuwa akili zingine ... ambazo hazisikiki sawa & # 9995; & # 128514; & # 128564;
10326,3,0,3,0,1,Analeta majembe kwenye twitter nigga alipata nguvu za kichawi RT @thisisyoungdj: Je! @DJZeeti ni nani?
10327,3,1,2,0,1,Akaniita kitoto. Na akasema alikuwa akibadilika? Je! Unaita mabadiliko hayo? Sidhani hivyo. Vipi kuhusu wewe kwenda kutomba mwenyewe. #umekasirika
10328,3,1,2,0,1,Alinipigia simu kusema tu anafuta nambari yangu .... jambazi tafadhali.
10329,3,0,3,0,1,"Anaweza kuwa sawa ... jembe lolote walilokuwa nalo katika 11wd, niggas kutoka hood RAN thru em ...."
10330,3,0,3,0,1,Alifanya shit ya kichwa kichwani kwa makusudi .. Sasa timu nzima ya spurs fuckin up lookin at this wein lookin nicca
10331,3,0,3,0,1,"Alikufa kwa sababu RT @ShyThugg: ""@viaNAWF: Sikukufuata nyuma kwa sababu wewe ni mnene, kijinga. Foh jembe kubwa."" Yesu hapendezwi na familia"
10332,3,2,1,0,0,Anafanya hivyo! Lmao RT @BreesInDaCut: Sean Payton amekuwa na majembe RT @MrPOONsoaker: Lol http://t.co/pTD5rApZtD
10333,3,0,3,0,1,"Yeye hapendi wewe, ya kijinga kijinga. Anapenda ur vag. Mjinga haha. #kuja kukumbuka tena"
10334,6,0,5,1,1,Yeye hata hafuati mkundu wake & # 128514;
10335,3,0,3,0,1,Anapata mtazamo huu mkali kutoka kwa Brittany .... na ni kwa ndege.
10336,6,0,6,0,1,"Alipata Channing Tatum kama mtoto wake, nimetoka"
10337,6,0,5,1,1,Alipata binamu aliyeitwa jason kuwa mwamba da Gary Payton .... sasa da triflin huyo huyo 'anamng'ata mgonjwa wa VVU
10338,3,0,3,0,1,Alipata majembe ya kuuza! Nunua naye! #lmfao #TrekGang http://t.co/iuCM6OEVy3
10339,3,0,3,0,1,Ana hickeys juu yake ni kama ndimi ya yeah ambayo ni yangu na yeye ni kama hata kujaribu kuwaficha. Inafanya mimi kujisikia vizuri kuhusu maisha.
10340,6,1,5,0,1,"Alinipiga na ""nikikuambia ninayemtapeli huwezi kusema jambazi, lakini mchezo wake wa kichwa kwa uhakika"" #RNS"
10341,3,1,2,0,1,Yuko kwenye mstari wangu kweli akiimba kiroho za weusi .. !!
10342,3,1,2,0,1,Alibahatika kupata kitita anayejua kupika & amp; & amp; safi & amp; osha kila kitu
10343,3,0,3,0,1,Anaweza kuwa Rais lakini hiyo haimaanishi kwamba yuko katika nafasi ya pekee ya nguvu kwa kufanya maamuzi kama hayo.
10344,3,0,2,1,1,"Anahitaji pia! Tunashinda mataji wakati anapiga majembe! RT @mnymknmich: Big Ben amepiga ""jembe"" jingine baada ya hii kupotea & # 128514; & # 128514; & # 128514; samahani @VonshayeB"
10345,3,0,0,3,2,"Yeye hakujibu kamwe kuuliza kwangu juu ya kuniita ""redneck"" @ gigg423 @ psherm07 @EchoesErrant @ jstines3"
10346,3,0,3,0,1,Anapenda tu tweet yako juu yake ili kuweka majembe yake mengine yawe na furaha
10347,3,0,3,0,1,Alizidi kucheka n aseme mjinga huyu & # 128514; & # 128514;
10348,3,0,3,0,1,Alipiga kofi bila kupata mkungu #RARE & # 8220; @iTakeOverTLs: @PAPER_CHAYSIN Lmao alipata kutoka & # 8221;
10349,6,1,5,0,1,Aliendesha mdomo wake kama kitoto nililazimika kumkata
10350,3,0,3,0,1,Alisema kijana wa kitoto & # 128514;
10351,3,0,3,0,1,Alisema keki ya capri-sun na pundamilia & # 128514;
10352,3,0,3,0,1,Alisema amka bitch ... Hiyo sio PG #FROhorsemen
10353,3,0,3,0,1,Alisema kiraka cha roho .. !!! Lmaoooo
10354,3,0,3,0,1,Alisema kuwa bitch huyo anaonekana kama mtu wa kuomba tht ctfu
10355,3,0,3,0,1,"Alisema tutakuwa tunalipa kodi ya kitoto, mimi sio hata kujaribu kumnunulia mchuzi wa tamu na tamu huko McDonalds"
10356,3,2,1,0,0,Yeye ni takataka RT @yusufyuie Cary Williamsc AMEJIBEA lol
10357,3,0,3,0,1,Anasikika kama kitoto
10358,3,0,2,1,1,Yeye hutupa taka kwenye tamasha wakati wowote. RT @akelvoneal: Jamaa udanganyifu wote kama kuzimu ikiwa wote wataenda kwenye tamasha la J.Cole na hautumii muziki wake.
10359,3,1,2,0,1,Alikuwa akiongea juu ya mimi nina lol moja. Ilikuwaje inawezekana hata wakati nilikuwa kwenye meli ya kusafiri bila huduma ya simu?
10360,3,0,3,0,1,Akaenda akamchukua yule kijinga !!
10361,3,0,3,0,1,Yeye ni mjinga.
10362,3,0,3,0,1,Yeye ni mwigizaji mzuri sana. Lakini kama mwanaume mashoga ni ya kushangaza kuona mwigizaji wa wazi wa malkia akipewa jukumu la kuongoza kwa filamu kubwa ya kishujaa.
10363,3,0,3,0,1,Yeye ni bitch endelea kuniangalia
10364,3,0,3,0,1,"Anachagua au nah? """
10365,3,0,3,0,1,Yeye atakuwa mjinga wa mtu & # 8220; @_ Griot_: Alinunua kukamata kuzimu katika kizuizi cha seli D. Wanawatapeli wanaume ambao ni wabakaji na wadhalilishaji wa watoto. & # 8221;
10366,3,0,3,0,1,Yeye ni kama mtu wa miaka 30 anazungumza na mama yangu & amp; kuchukua lori langu la mjomba bila ruhusa kama kitanda unahitaji kuburudika!
10367,3,0,3,0,1,Anahakikisha ikiwa ni sawa kwa kuumwa http://t.co/wE7OBTKetB
10368,3,0,3,0,1,Yeye ni takataka & # 8220; @_ dimejii: Naira yake Milioni 10 Ukinitaka Kwenye Wimbo Wako & # 8211; Wizkid http://t.co/Nsxaacj4jG kupitia @ naijaxclusive & # 8221;
10369,3,0,0,3,2,Yeye ni takataka. & # 8220; @jlojpg: @TRAPGURLRON alisema hafanyi kolabo kwa chochote chini ya mil 10 naira kama booyyyyyy & # 128514; & # 8221;
10370,3,0,0,3,2,Imeelekezwa moja kwa moja kwa kitako cha juu.
10371,3,0,0,3,2,"Sikia ndege kwenye upepo wa majira ya joto, naendesha haraka"
10372,3,0,1,2,2,Nimesikia nikitamba nao vijembe & # 128530; & # 128545; & # 128074; & # 128080; & # 9996; & # 65039; Sasa wewe mwendawazimu unajikwaa & # 128581; & # 128554; & # 9996;
10373,6,1,5,0,1,Sikia habari njema leo na ninachosema ni kwamba karma ni mtoto & # 128521; & # 128139; & # 9996; & # 65039;
10374,3,0,3,0,1,Kusikia yule gitch gtta thang kwao bosi niggas
10375,3,0,3,0,1,"Niliwasikia wale wenye chuki wakiongea, niliwasikia wakitamba wakicheza .. Lazima nifanye kitu sawa"
10376,6,0,6,0,1,Umesikia una kitita kipya. Angalia ya postin 'up thinkin' kwamba inanifanyamgonjwa.
10377,3,0,3,0,1,Punda asiye na moyo niggah
10378,3,0,3,0,1,Punda asiye na moyo niggah & # 128513; lakini ni nani sasa sio Adays?
10379,3,0,3,0,1,Vipande vya joto !!!!!!!!!!!
10380,3,0,2,1,1,"Heeellllooo ""@__AyooBreezy: Ikiwa mtoto anaendelea kupiga simu yako ya nigga ... Ni kwa sababu bado anamburudisha & # 128175;"""
10381,3,0,2,1,1,Helga alikuwa mjinga .... Na kwa sababu gani.? #HeyArnold
10382,3,0,3,0,1,Kuzimu nakuamini pia! RT @DaRealQuitaM: @VonshayeB lol bado ninaonekana mzuri mimi ni mdogo kuliko nusu ya majembe haya
10383,6,0,6,0,1,Kuzimu naw hatuna ujinga wowote unaweza kumwambia wewe bitch sisi vijana wengine matajiri!
10384,3,0,3,0,1,Kuzimu ndio yule bitch atakwenda ham
10385,3,0,3,0,1,"Kuzimu yuhh walipiga haha ??s / o ma nigga,"
10386,3,0,3,0,1,"gmula! Kutafuna moja huchukua chug, kisha kunusa """
10387,9,3,6,0,1,Majembe ya Hella
10388,3,2,1,0,0,Hella aliniamuru tu maharagwe
10389,3,0,3,0,1,"Halo watu wa Amerika, naitwa Eric Cantor na mimi ni kipande cha uwongo cha poo ya ndege http://t.co/qJyuw4ox0O"
10390,3,0,3,0,1,"Hujambo Oktoba, wewe mjinga asiye na maana hauna wasiwasi Novemba anakuja & # 128076;"
10391,3,0,0,3,2,"Halo wafuasi wapya. Mimi ni mpenzi wa anime nigger ambaye ni maskini sana kumudu kompyuta ndogo, na kusababisha kuwa mchezaji wa ukumbi wa michezo wa mw3 wa Darth."
10392,3,0,3,0,1,"Halo, na kwao matapeli !!!!! ""@WitHaPrettyface: Nataka tu awaweke uwongo kwake .. & # 128524; & # 128080;"""
10393,3,0,3,0,1,Nisaidie kuharakisha mchakato wa kumnyonya kitako chako..nihisi?
10394,3,2,1,0,0,"Udhuru wake ni ""nitakapokufa unaweza kuwa na dhahabu yangu yote."" Sipendi hata dhahabu ya manjano tena. Nilimpa yangu yote."
10395,3,2,1,0,0,Pussy yake safi lakini anacheza chafu ..
10396,3,0,3,0,1,Pussy yake nzuri sana kama niliacha kitu
10397,3,0,3,0,1,Pussy yake tamu kisha tunda jingine safi & # 128527; yeye gushin mimi kunywa juisi bora & # 128166;
10398,3,0,3,0,1,Pussy yake ya mvua ninaiita maji ya Fiji
10399,3,0,3,0,1,"Hapa naenda! Karibu kwenye onyesho titi. Typa punda naona kwenye video. Ninapoingia, nati ndani yako kama jembe la kijinga. http://t.co/MsFzie1MAE"
10400,3,1,2,0,1,Hapa baadhi ya vitumbua vya kimora kwako & # 128139; & # 128298; hivi ndivyo kufungua kabla ya kukata kipande kidogo. # kimorablac & # 8230; http://t.co/xGb0Th91LJ
10401,3,0,0,3,2,Hapa mjinga huyu huenda ... Lol
10402,3,0,0,3,2,Hapa hii nigga nenda RT @ZigzagsxKush: Jembe jembe lenye ngozi nyeusi kuwa havin punda wote lakini muonekane kama pokemons & # 128553; & # 128555;
10403,3,0,3,0,1,Hapa tunaenda brownies hapa tunaenda! UTANGULIZI WA MANUFAA!
10404,3,0,3,0,1,Hapa tunaenda huyu bitch mnene alianza kuongea na sasa haitaacha kamwe
10405,6,1,5,0,1,Hapa majembe yall huenda dicc ridin & amp; shit
