index,label,tweet
16027,0,TheWhite Coward ni mkundu
16028,3,Alikuja kwenye kambi ya mazoezi leo kupata Charlie Batch akiwa amelala ukingoni ...
16029,3,"& # 128584; & # 128584; & # 128584; RT @iDocLyfe: Mpe hiyo ""move it lil nigger"" push smh .. http://t.co/eYbWLVukim"
16030,2,anaposema yeye sio jembe http://t.co/uG3p4D9bsK
16031,3,Wafanyikazi wa vilima vya wanawake & amp; majambazi w / mkurugenzi #ItsWRAP @AxemanTheMovie @ BostonTheney @RachelEReilly & # 9992; & # 65039; & # 127916; & # 127909; http: //t.co&#8230;
16032,0,Hii nigguh Chris Paul
16033,0,mimi ndiye mpole zaidi & # 128526;
16034,0,Fuata mbwa wangu .. ana zaidi ya 17K bit RT @CuteSpartacus: Nimetengeneza retriever ya dhahabu kitako changu leo ??kwenye bustani. http: // ...
16035,0,RT ikiwa unaahidi utii kwa pussy
16036,0,"Ikiwa mvulana aliwahi kuniita majina kama bitch, slut blah blah. Sijawahi kufikiria mara mbili juu ya kuwa naye. Kama kutomba wewe & # 8230;"
16037,0,"& # 8220; @TheRealYoungZel: Nah nigga wewe blowin Dick ""@TheReal_Salmon: Uvutaji sigara wa kigeni"""
16038,1,Nimevuta mjinga usikasirike sio kitu kipya mimi huchukua kitita cha kila mtu #HiziPigano Zipo Kwa Kila Mtu
16039,3,Nilimvunja densi ya dat ilikuwa mvua & # 128591;
16040,0,Inawezekana nikamwona bitch akisahau nilipiga
16041,0,Umeamka kujaribu kujaribu kutomba
16042,3,bitch ondoka twitter na nitumie ujumbe Nakupenda
16043,3,hatupendi majembe haya http://t.co/vWt4i9POc2
16044,3,Ilibidi nioshe shiti ya ndege kutoka kwa ufagio wangu ... Viumbe wenye kuchukiza. #FredTwitterFam #Zoa
16045,3,"Kwa wale wanaokataa ambao huita nyumba yangu kila mara na wanatishia kumbaka mama yangu, karma ni mtoto. Zunguka kuzimu, fagots."
16046,3,"Jinsi mbaya unataka kitu kisicho na maana Ikiwa ni mbaya jinsi gani uko tayari kufanya kazi kwa kitu unachotaka Je, sio 10xs kali kama ho & # 8230;"
16047,1,"#Taakstraf huko herkenbaar hesje katika jumba la eigen. Kupendeza kwa al jaren voor. Wee jembe bevreesd ik er ooit voor ilikuwa, da'k er te wer & # 8230;"
16048,2,* inamwaga 40 kwa viunzi ambavyo hufanya nywele na mapambo kila siku moja *
16050,3,Dorks zinavuta sumaku za kitoto. Samahani.
16051,2,"Matokeo yangu ya mtihani wa utu kimsingi yanasema ""mtoto wewe ni mwendawazimu""."
16052,3,"""Jogoo"" wa kike huitwa ""jam ya clam."""
16053,3,"Marafiki bandia hawana tofauti na vivuli, wanashikilia wakati wako mkali zaidi, lakini hupotea wakati wako ho & # 8230;"
16054,3,"Nguruwe hunywa hadi galoni 14 za maji kila siku, lakini bado hawana kiu kama wengine wako majembe."
16055,1,"Pomboo wa ""albino"" wa rangi ya waridi ni nadra sana lakini wapo porini. http://t.co/gWyLpgC9lP"
16056,3,Utendaji wa doo-wop wa Jimmy na @ BillyJoel ulianza moja kwa moja kwenye YouTube! https://t.co/NGzhImyvSF #FallonTonight htt & # 8230;
16057,2,Vifaranga vya mawe & gt; Majembe ya kulewa http://t.co/JctTrNURM0
16058,3,"Je! Watoto wanaweza kusema mengi wakati wazazi wao wanalipia kila kitu? RT @Andrea_Michele: Ikiwa analipa kila muswada, siwezi kulalamika abo & # 8230;"
16059,0,Majembe hayo si madhubuti & # 8220; @Imeridhika_x: Ninacheka sana wakati wanawake wanapokuwa wote katika DM zangu lakini wana picha ya Avi na & # 8230;
16060,3,Usifanye bitch halisi hawataki nigga laini ..
16061,2,Jembe hizi sio za uaminifu.
16062,2,Bitch yangu ya zamani endelea kujaribu kuwa bitch yangu ijayo .. wakati aliniita siku nyingine nilimwambia MPE BITCH BURE
16064,0,"@ wenh08 bitch, ya betta! Haha najali pia upendo!"
16065,3,"Niliamini hitler alikuwa faggit, hakuna watoto, hakuna watoto, sare zote za ngozi, alitaka kuwa peke yake na watu wake wa karibu zaidi wa kufuli & # 8230;"
16066,1,Fuck Michigan wanataka sana kuwa majambazi. Ikiwa utaniuliza yall pussy. Mimi niko nje ya bitch hii mwaka ujao
16067,3,Hujui mpenzi wako yuko wapi Jumamosi usiku? LOL Yeye huvuta vifungo vingine hapo ndipo alipo
16068,3,Niggas wanataka nyota ya ponografia ya bikira na mateke wanataka nigga salama hatari.
16069,1,Usinitazame wewe beta angalia bitch yako nigga!
16070,3,"@NotoriousBeep pesa hamsini anasema mjanja mnene anafikiria nasema totes kwenye ""reg"" na haijafuata b / c nikasema cheerleader. Countdo & # 8230;"
16071,3,"Nilitumia maisha yangu yote ya kufurahi kuomba msamaha kwa kutotosha. Hauwezi kukata, kukata, kutomba, kunywa pombe au dawa ya kulevyacy nje & # 8230;"
16072,0,Yankees hupata Chase Headley kutoka Padres kwa Yangervis Solarte na Rafael DePaula.
16073,3,"""hautaki kutibiwa kama ho, acha kuvaa kama moja"" ""ikiwa unataka kuacha kutibiwa kama jambazi ..... & # 8230;"
16074,1,"""Wewe ni mjinga sana"" """
16075,1,"http://t.co/XfRnQ6UM1O """
16076,3,"Sio leo, mtoto. Sio leo RT @RennyStevens: @FeministaJones soooo ur feminist feminist. Unajua jinsi haina maana kwamba mimi & # 8230;"
16077,3,LOL kwa kutaja kwangu
16078,3,wewe ni mbuguzi wa kibaguzi
16079,1,ndio kuua wazungu wote
16080,3,(Liberal1 ni nyeupe)
16081,0,"Sio & # 8230; """
16082,2,Liberals zinatishia maisha yangu kila siku hapa. Kwa hivyo usijali mimi wakati mimi ni mjeshi wa jumla kwa pussies yao ya kuumiza kitako kulia & # 8230;
16083,1,"Waporaji huko #Ferguson wamecheleweshwa sana, kwamba wana hatari ya kukamatwa kupata chakula cha bure wakati EBT tayari inalipa chakula chao LO & # 8230;"
16084,2,Huwezi tena kuendesha biashara n Amerika isipokuwa ionekane inakubalika na kikundi 1 cha kisiasa cha ucheleweshaji kinachojulikana kama demokrasia & # 8230;
16085,2,Ppl haraka 2 bitch juu ya kile mtu hajamfanyia wakati 9 mara outta 10 hawajafanya shit kwa mtu huyo
16086,1,& # 8220; @ 1MarKus_A: Pau jembe. Jinsi utakavyocheza baada ya tarehe ya mwisho ya biashara & # 8221; Simpendi huyo mtu. Ndio alisaidia kuleta chips mbili lakini laini A & # 8230;
16087,1,@ 1MarKus_A @MakEitSndGoOd alizunguka niggas ya kawaida kila siku. Hasa sisi Austin niggas. Jamani njano ppl & # 128127;
16088,3,Siamini mtu yeyote. & # 128532; & # 128076;
16089,2,Vitambi hivi ni bandia. & # 128073; & # 128131;
16090,3,Hawa niggas faker. & # 128073; & # 128694;
16091,3,"Kwa hivyo sio """" kutomba yote """", ningependa sio kutomba wi & # 8230; """
16092,3,"Uume huishi maisha ya kusikitisha: Nywele zake ni fujo, familia yake ni karanga, jirani ni punda, rafiki bora ni mkundu na mwenye ..."
16093,3,Kukataa hamu ya kumpiga mtoto http://t.co/kwe5j13O9b
16094,0,Bruh huyu mjinga ana pepo kali https://t.co/6fa2iiXs6m
16095,2,Alitumia nywele zake kumtupa kisha akampiga teke la kichwa KISHA akamwita kijinga & # 128553; & # 128514; https://t.co/JUywZNabP5
16096,1,Huyo mtoto wa kitambo wakati unatembea kuzunguka nyumba na soksi na kukanyaga mahali penye mvua.
16097,6,"Wow, kimsingi alimwambia binti yake ""Nataka babu za rangi za mocha!"" #HTGAWM"
16098,3,"Takwimu hazidanganyi, ikiwa unapenda kudhibiti bunduki wewe ni mtu mzuri. #FD"
16099,3,@ Whitecholo23 @chanelisabeth kweli nahitaji kulala ili kuwafanya Gainz bruh! Kwa hivyo majembe yote hubaki Mirin; p
16100,2,"Sawa, baadaye & # 8230; """
16101,3,Wasichana weupe ambao huzungumza ghetto & lt; & lt; & lt; wewe si mrembo & # 128514;
16102,2,Wasichana walio na tats za nanga ni majembe
16103,4,Ninaangalia kwenye kioo na kuona punda wa pussy ambaye anakaa chini wakati anachungulia.
16104,1,Yeye ni jinsia moja. Nilikuwa na mlipuko wa ubongo wa Jimmy Neutron. Ilimwonyesha mimi ni msomi na nikaweka pussy kwenye mnyororo.
16105,0,@ 1BookieG ikiwa atakutana na bitch unapaswa kuwa na furaha kama boosie mbaya umetupa lmao yangu
16106,1,Umbali ni mtoto anayeteka.
16107,3,@ _RinkO0 @ d_brad80 @ 0biwankobe @zielonkoo @ peterbyers24 @ coleduff24 @datdude_zp jembe kubwa la ngawira
16108,3,"Ndio, #Maganga hakika hawajamaliza 4 kwa mgawanyiko. Sio mwaka huu."
16109,1,Robin Thicke anafanya sana kumrudisha Paula. Pussy hiyo ilibidi iwe & # 127344; 1 & # 8419;.
16110,2,Sikuwa na kebo Katika kitanda changu kwa mwaka sitoi bout kipindi cha runinga kama majembe ya hip hop
16111,3,"Majembe ya watu yanapaswa kutosheka na haya ya asili, ni wachache tu ambao wanaweza kuivuta lakini wengine & # 8230;"
16112,3,"Nilipowaona wanaume wakisema ""Kugombana na wanawake ni mashoga"" ... ni wakati gani nilijua y'all kweli jaribu sana kwa tahadhari ya watu ambao hawa & # 8230;"
16113,0,Jembe bila mpangilio: Kwa hivyo nilisikia ..
16114,2,"http://t.co/YXpESFMG8f """
16115,3,Nadhani Sehemu na Ngurumo zingepeana joto pia ... Mashariki ni takataka tu
16116,2,Oreo Cheesecake Kuumwa. http://t.co/ybOQrrTJyt
16117,3,kina Fried Oreos & # 128588; & # 128069; & # 128166; . http://t.co/dy7QT1Jtlg
16118,3,Oreo Drumstick! http://t.co/AcN8J59r6b
16119,2,ice cream ya Oreo. ~ http://t.co/thrkAobdVj
16120,3,Kuki ya mwisho ya Chokoleti ya Chocolate n 'Oreo Fudge Brownie Bar http://t.co/7YvXiJmmcp
16121,3,Keki ya Oreo http://t.co/iJ0idCAQMl
16122,3,Oreo Ice Cream Cake http://t.co/sW0A1HQhyy
16123,1,Mishipa ya viunga hivi kwenye Champaign
16124,2,Jembe hizi sio za uaminifu http://t.co/6jTLueUQkG
16125,2,"52% ya mamalia wa ulimwengu, ndege, wanyama watambaao, amfibia & amp; samaki walitoweka kati ya 1970 & amp; 2010: http://t.co/MImizth0OZ http: //t.co&#8230;"
16126,3,Uhusiano ni wa 2 & # 128107; . . lakini unajua wengine wako majembe hawajui kuhesabu & # 9995; & # 128530;
16127,3,& # 8220; @ Vikyfdez15: @Foreverandix leo saa 10 asubuhi&#8221; bitch fanya yako Hw!
16128,3,#FoxNews miradi ambayo Seneta wa Wyoming Mike Enzi atashinda mpinzani wa Kidemokrasia Charlie Hardy. # Uchaguzi2014
16129,5,"Instagram, mahali pekee ambapo unaweza kupata majembe yenye kiu na inaunganisha wakati huo huo http://t.co/2fj7WrdTQ3"
16130,0,"""Kila ndugu lazima awe na ndugu mashoga kwa sababu wanavuta hella nzuri kwenye sherehe zako"" - Sigma Alpha Epsilon"
16131,3,Eatin pussy kulia na anakusukuma & gt; & gt; & gt; http://t.co/kg17wWI0vX
16132,3,"""@TattedHMS: @ FreakoSLAM93 twende tukamchukue bitch yeye ni dola 10 tu lol"" Hml Brogod"
16133,3,Ni baridi kama mkundu wa ngwini.
16134,3,Mtu yeyote anawezaje kumchukia Charlie Sheen http://t.co/NiEJirYg7u
16135,3,Niggas anasubiri viunga hivi vya ngozi kujibu DM kama ... http://t.co/LZLuNyh5Xo
16136,3,Hivi ndivyo hufanyika wakati niggas inapokata viwimbi vibaya http://t.co/dfKYmADk3b
16137,3,"& # 8220; @___ Tamm: Shawty sawa, pumzi inanuka ... & # 8221; Je, da heisman juu ya jembe dat & # 128514;"
16138,3,@VoiceOfDStreetz kaka yangu mbaya dem majembe joto & # 128293; & # 128293; & # 128293;
16139,3,@VoiceOfDStreetz kwanini nilikuwa bouta nikinyakua jembe la demu siku ya leo outta ndoano & # 128553;
16140,3,Fuck bitches ... Pata pesa
16141,2,Wanawake wengine hufanya kuwa jembe liwe rahisi sana kama msichana jambazi hajisumbulii roho wakati mwingine? & # 128553; & # 128553; & # 128553;
16142,3,Hiyo pussy nyeusi ina nigga sayin chochote #AHSFREAKSHOW
16143,3,Je! Cunts unaweza kwenda sekunde 20 bila kuzungumza juu ya magugu
16144,3,Siku zote mtu anayetukana ni kumwita mtu:
16145,6,1. Mafuta
16147,3,2. Mbaya
16148,2,Au
16149,3,"3. Jembe """
16150,3,"""Ikiwa huniandiki kwanza, hatuandiki kabisa"" """
16151,3,"Ndio sababu upweke na hujaolewa, mjinga mjinga. """
16152,2,"""Unalaani kupita kiasi"" """
16153,3,"kitoto unapumua sana, funga kutomba """
16154,3,"""nimemkumbuka bf wangu"" vizuri, nakosa limewire ... sooo funga kutomba, wewe mjinga mweusi"
16155,3,"Kwanza nachaji simu yangu, kisha ninamtumia ujumbe mfupi"
16156,5,Jembe litakuwa majembe.
16157,3,Je! Wachezaji wanawezaje wakati wachezaji wa mpira wa miguu wavue shati .. http://t.co/XaLMdxr2A3
16158,0,"Ikiwa nina kitu cha kukuambia, mgonjwa @ wewe, hadi wakati huo, usijali kuhusu tweets zangu, bitch."
16159,3,"Ikiwa ningekuwa na $ 400 na msichana wangu alikuwa na $ 0, ningekuwa na $ 400 & amp; kuwa bc mmoja mimi kutomba kutomba na viunga vilivyovunjika. pata pesa zako."
16160,0,"Ikiwa nimewahi kukukosea, samahani .."
16161,3,"kwamba wewe ni mtoto nyeti wa lil. """
16162,3,"Ikiwa nimekukosea, samahani sana kuwa wewe ni mtoto wa lil na hauna ucheshi."
16163,3,"Inakera kama kuzimu wakati wasichana wanapotweet kuhusu ""bae"" siku nzima. Hatutoi kitambi. ""Bae"" ni mahali pengine kudanganya ri & # 8230;"
16164,3,Hizi miaka 13 za zamani zilipata mshahara wa chini kabisa nigga alex akifikiria juu ya kuanzisha laini ya nguo. Nimemaliza na & # 8230;
16165,2,Nyota ya Leo:
16166,3,wewe bado ni jembe
16167,3,"Ni hayo tu. siku njema"""
16168,2,"vijiti vitabishana nawe kwa dakika 30 na kisha kuwa kama ""unajua nini, nitabishana nawe"" """
16169,3,"jambazi nini ??? """
16170,3,viwimbi visivyo na titi au punda hata haviwezi kunikumbatia ... wewe ni mmoja wa wavulana sasa .. unapeana mikono.
16171,3,sitoi kutomba kile yule wangu wa zamani anafanya ... bitch sio shida yangu tena
16172,3,"mimi sio mkorofi, watu wengi ni vichekesho nyeti tu"
16173,6,rt ikiwa unakumbuka wakati steve kutoka 'dalili za samawati' alituacha na yule punda mwingine wa nigga joe http://t.co/alUy9EO3xK
16174,0,wakati vidonda vinazungumza juu ya bf yao 24/7 http://t.co/kDEBRyK5eR
16175,2,@Huntermoore bitch akifanya msimamo kwenye sherehe hii http://t.co/mUKk3bOTtU
16176,3,Ok umakini sana watu ambao hupiga mapumziko wakati taa inageuka kuwa ya manjano. GHOROFA HIYO SHIT BITCH
16177,3,I bet I hit that bitch .. kama mshindi wa mchezo
16178,0,Niggas! Acha kutoa majembe haya Makini! Vipi Kuhusu kurudia urembo wa kweli badala ya kurudia hii nusu uchi ya MF.
16179,2,. @ TropicalKyle kuwa jembe ni talanta. Kwa nini wasichana huweka maelezo ya uhifadhi kwenye bio wanapopata wafuasi 5k
16180,3,@TropicalKyle @wendella_ wakati mmoja mimi na huyu kipofu tulikuwa tukitazama sinema
16181,2,@TropicalKyle niliona xxx lakini nilidhani alikuwa jembe
16182,2,Niggas wazimu mashoga RT @CirocBwoy_: walimu wakitoa niggas pussy na wanapiga. ajabu
16183,3,Maury miaka 70 bado anafunua majembe
16184,2,Ninataka kulala lakini niko nje na hii lol nigger kujaribu kumtundika
16185,3,"""Umesikia ulikuwa kama takataka kama nisingegundua"""
16186,3,"@PatVPeters O hakujua?!? Hakika, yeye ni kitoto kidogo. Valerie Jarrett kwa upande mwingine, wewe betcha. Huyo jamaa anajua eve & # 8230;"
16187,0,@TheBlackVoice vizuri ni vipi ppl nyeupe itatusaidia kusahau kutisha kwetu zamani zaidi ya kuchora picha nzuri ya ho & # 8230;
16188,3,Chile ninachukua greyhound kila mahali kuanzia sasa. Majembe ya Yo na pambano la kunirusha ndani ya jengo lolote au kuruka juu ya Bermuda & # 8230;
16189,0,Sijaangalia sehemu ya 2 ya kuungana tena. Mimi nina hivyo juu yao majembe. Hata sijali
16190,3,"Ikiwa huwezi kutembea visigino au mavazi yako, mjinga unajaribu kuwa mgumu"
16191,3,Vijana wamepaswa kuwa watoto wasio na heshima zaidi wa viboko milele! Nawapongeza wazazi wote. Sio kazi rahisi
16192,3,Natumai nilitengeneza brownies hizi za kulia http://t.co/iDDDHPPjiu
16193,3,"Ikiwa tweets zako hazijawahi kumkosea mtu yeyote, basi utumie tweet kama kitoto kidogo."
16194,3,Tafadhali shinda mwaka huu wote @ Yankees
16195,3,Wakati rednecks wanapumbaza karibu na kamba ya http://t.co/Tyzuro7qR5
16196,3,watu wabaya: wamechukuliwa & # 128143;
16197,3,kuchukuliwa & # 128143;
16198,2,kuchukuliwa & # 128143;
16199,3,amechukuliwa & # 128143;
16200,2,"& # 128694; """
16201,2,"Kwa kweli aliweka ""contract bitch side"" & # 128514; & # 128514; http://t.co/KOktVOpVp1"
16202,3,Lmao nachukia jembe hilo tayari & # 128514; http://t.co/0vRAm5PFJL
16203,6,mtoto wa Lmfao alipata simu yangu https://t.co/alUNWj9SCk
16204,2,Niggas huendeleza nguvu kubwa wakati wa kupata pussy http://t.co/ADbxQlTDJj
16205,2,Majembe haya ya darasa la 5 sio waaminifu http://t.co/hhPruzXR0J
16206,3,Unapoanza kugundua kuwa bae ni jembe http://t.co/0j96w8OFMq
16207,3,Unapopata twerk kutoka kwa kitako mzito ndani ya chumba http://t.co/a6r9U18EFS
16208,2,Vita vya takataka nyeupe pt 3 https://t.co/zboIyjnfl9 & # 128514; & # 128514; & # 128514;
16209,9,"kuumwa kuwa kama ""mimi ni bikira"" http://t.co/mFDwXmg8ic"
16210,6,kuumwa katika shule ya kati kuwa kama http://t.co/8HdtphPH51
16211,1,jinsi ya kupata pussy isiyo na kikomo katika shule ya upili http://t.co/54vF2R3S3a
16212,2,punda wa pussy nigga http://t.co/lXONrmTQTK
16213,0,rt ikiwa unakumbuka wakati steve kutoka 'dalili za samawati' alituacha na yule punda mwingine wa kitanda nigga joe http://t.co/AMJyeK77QA
16214,0,huyu jamaa kwenye duka aliye na sura kama bwana. ajabu http://t.co/L8CuVNznWm
16215,3,"hii ni ""mimi hucheza mpira wa miguu, hudanganya wasichana, na kuvaa nywele zenye rangi ya khaki"" http://t.co/rJVOVoO53l"
16216,3,Halloween hutumia kuwa likizo kwa watoto. Sasa ni mavazi ya Kitaifa kama siku yako ya ndani ya jembe.
16217,3,Natumai ndege atateleza usoni mwako.
16218,0,& # 8217; wewe ni mjinga & # 8221; hiyo ni habari mpya asante
16219,2,Watu wasio na maana wanazungumza sana kama wewe ni nani
16220,3,Wakati bae inageuka kuwa jembe http://t.co/h37nSQCmaR
16221,3,"Jitokeze kuwa wa kweli, marriott na viunga vyangu kwa wikendi, jumba la jioni usiku huu, kuogelea kwa watu wazima kesho & # 128131;"
16222,0,Jamaa huyu anafikiria yeye ni mzuri na ana wavulana wote juu ya hunny yake ya uwongo asf kama ur weave yeye hata kama u stfu
16223,0,"Wanawake, ikiwa pussy yako inasikika kama hii tafadhali piga DM zangu. Ninakuhitaji kwa mradi wa sayansi & # 128064; https://t.co/XR0HgOld5m"
16224,3,Maneno yake mazuri ya ngawira juu ya mkutano wake wa mapema. Jinsi bitch vipi? Je! Unatayarisha nini? & # 128514; & # 128514; & # 128514;
16225,2,@ _100D dat Nigga Lame bro alinifuata Kama kitoto
16226,3,Bosi Niggas Fuk wit Boss anamwinda kinyume chake ..
16227,3,Mimi ni mtu wa Kupata Pesa Kwa hivyo hoes wanipende
16228,0,Ikiwa wewe U mke wa punda anawakilisha U ... Kwa hivyo Dnt Wife DA Bitch Mbaya
16229,5,Ikiwa Tundu zaidi 5 Niggas anaweza kusema Dey Fuked Yo bitch U Shuldnt Be cuffin Her & # 8252; & # 65039; & # 128554;
16230,3,Walemavu huwashwa kila mara Unataka kujaribu 2 Cheza Nigga halisi kama vile Bitch Kilema jinsi unavyotibiwa N kata huru & # 9995;
16231,6,Oso aliniambia wakati hofu yake inakua ndefu alienda tu na kuteka niggas bitches lmao
16232,3,"Unaniambia mimi ni mzuri, kama unavyomwambia kila mtoto mwingine. Haya bwana. #dodetter"
16233,3,Stevie J aligeuza jembe & # 128111; kuwa Mama wa Nyumba & # 128129; & # 128141; & # 128142; na Nikko akageuka Mama wa nyumbani & # 128582; ndani ya jembe & # 128111; & # 128111; & # 128131; & # 9757; !! Naapa ujinga huu unaweza kutokea
16234,3,"Wabaguzi ni @msnbc na wafanyakazi wake wa nanga. Sio ""mrengo wa kulia"" watu. @MHarrisPerry anadhihaki watoto mchanganyiko wa GOP."
16235,3,"//t.co&#8230; """
16236,0,Je! Kuna shida gani na hizi kidogo breh http://t.co/wcGJoUdeue
16237,3,majembe haya ni meusi
16238,3,RT & # 8220; @ Brandon_Rios1: @Gabriel_Montoya kutomba u bitch matumaini sioni u bitch cuz ningependa u aniambie kwa uso wangu & # 8230;
16239,2,@JacklynAnnn @TheOneMiss_Luu anamtapeli mpenzi ubora wa neno kwa sababu wana ubora wa Bitches.
16240,4,@JacklynAnnn mimi sio hata ghetto !!!!
16241,2,Nyama iwe kama farasi wa Fuck lakini farasi ni kama matundu ya Fuck.
16242,2,Jembe hilo linataka 6/6.
16243,1,"Ndio nakuhukumu kwa jinsi unavyovaa, mtoto mdogo."
16244,3,"""Siku kicheko cha thout ni siku iliyopotea. """""
16245,0,"~ Charlie Chaplin """
16246,3,Majembe yatakuwa majembe.
16247,3,"Jisajili mpya katika tovuti ya maandamano ya mong kok inasema: ""pigania demokrasia na pinga wakomunisti kuwa na siku zijazo"" http://t.co/w2pOn&#8230;"
16248,3,Nitafanya mtihani huu wa hesabu kuwa mama yangu kesho.
16249,1,Kila wakati ninapoona Nelson Agholor anacheza kucheza nataka kukemea. Mtoto angekuwa gator. Asante Charlie Cheeseburger.
16250,3,Kuuliza serikali kuponya huduma ya afya ni kama kuuliza vizuizi kuponya chini.
16251,3,Conan O'Brien anadhihaki mchezo mpya wa Wito wa Ushuru wakati akiuawa mara kwa mara. http://t.co/GfCsARhTJT
16252,3,"Ofisi ya Congressman inakubali ""kuzimu ndio Benihana juu ya kitita hiki"" ilikuwa kosa. http://t.co/LTzwuJC0Vs"
16253,3,"Mahali pengine huko nje, mkia mweusi unajikongoja na mkono atakaopoteza katika ajali ya firework kesho."
16254,3,kila mtu anapaswa kuacha kusukuma majembe haya mabaya & # 128567;
16255,3,Je! Hakuna mwanamke anayetaka mwanamume anayefanya kama kitoto
16256,2,Niliuliza dis bitch kunipatia maji dakika 10 zilizopita ambapo Dafuq ni wapi
16257,3,Mjomba wangu alinifundisha abt ngono. Alisema 'Ndege huvuta nyuki.' Kisha akaniambia alimpiga msichana kwa nguvu sana madoa yake c & # 8230;
16258,2,Ikiwa ur 20+ na bado unahitaji idhini ya mzazi wa ur kufanya vitu ur kidogo #growup
16259,3,Changamoto hizi za maji zimepunguzwa kama kutomba.
16260,3,majembe? Nimepata kadhaa? wao ni 10 au bora & # 128076;
16261,3,Kuwa na kiti umelewa pombe #RKO https://t.co/6XpNyr1Jbn
16262,6,"Ikiwa nitakupiga mjanja huyo mjuzi wa risasi, nitakutana na mwili! & # 128299; & # 128165; & # 128165; & # 128165;"
16263,3,Kwa hivyo kabla ya kuvaa kiboreshaji angalia pussy yako
16264,3,Niggas hajali kugawana majembe
16265,3,Bubu bubu https://t.co/JdSvCGQFQn
16266,3,Jamaa huyu alikuja kilabu na shingo iliyovunjika? Bitch wewe mbaya? https://t.co/A9yNUopYvY
16267,1,trassshhh RT @Willie_OBeamen: Hao 13 ambao hutoka wikendi hii hivyo takataka!
16268,3,"Mariano Rivera sasa ana barabara nje ya Uwanja wa Yankee uliopewa jina lake, ambayo Giants pia imekuwa na heshima kama hizo: http://t.co/&#8230;"
16269,3,"""Wanaume halisi huuliza uchi"" """
16270,3,"Marekebisho. Punda wa pussy huwuliza uchi. Wanaume halisi wako nje wanafanya kazi kwa wanawake & amp; kweli h & # 8230; """
16271,3,sababu za kuwa mermaid:
16272,3,#NAME?
16273,0,#NAME?
16274,3,#NAME?
16275,3,#NAME?
16276,2,"pia, clam ya bure & # 8230; """
16277,0,Talkin hupiga kitita kijacho lakini wewe sio mjinga.
16278,0,@ 1D_NIPPLES_ unamwua huyo mtoto
16279,3,Kunguru walikuonya kukaa mbali na kisiwa hicho. Je!
16280,2,Mkusanyaji wa NAFSI
16281,3,"//t.co/VTc661dC65 # IAN1 http://t.co/1&#8230; """
16282,3,Wakati wa kuvunja viwiko halisi PEKEE
16283,3,Oreo Frappuccino http://t.co/o3QJ8M1nFf
16284,6,"Chief Keef alibadilisha mchezo wa rap wakati akasema ""bitch mimi ni baridi kuliko baridi"""
16285,6,"Lil Wayne aliposema ""Hata viziwi viziwi huniambia"" Hi "", ananiambia kipofu kidogo na anasema"" Nitaona """" vichwa vyangu vya sauti & # 8230;"
16286,6,Wakati Wale alisema ..... nvm hiyo takataka ya nigga
16287,3,"Ikiwa mtoto anaweza kuwa sawa na kumtumbua mwanamume akijua ana msichana, ni jembe! Hiyo ndio."
16288,6,Piga kitita bila kichujio
16289,6,"Yep, Steve Spurrier aliamua tu kulinganisha Alabama na Yankees. ""Wao (NY) wamepata mshahara mkubwa zaidi, hawashindi milele & # 8230;"
16290,6,Tyga inakufanya ufikirie kuteka rundo la viunga vibaya
16291,6,J.cole hufanya uwe na motisha
16292,6,"Drake hukufanya utake kufikiria juu ya & # 8230; """
16293,6,"kamata snitch ya kitoto, kuwasha kidole kwenye swichi"
16294,3,Lil punda mjinga sijambo na WEWE !! & # 128564;
16295,3,"Pia, kwa sababu tu unanyonya Dick, haimaanishi lazima utende kama fagot."
16296,3,Waliorudisha tu na baba hutembeza Vizuri halali.
16297,3,& # 128514; & # 128514; majembe kuwa katika nguo za kila mtu na kupata ujasiri wa kuchukua mtu wa picha ambaye ni mjinga!
16298,3,& # 8220; @ 1inkkofrosess: @GorgeousCamry_ acha kuelezea wewe mwenyewe pole pole punda DONT NOBODY CARE & # 128522; & # 8221;
16299,6,Natoa masihara mengi na nacheka tu husababisha majembe haya kwa watendaji wengine!
16300,3,ni vitu viwili tofauti wewe jembe unapaswa kujua kwa sababu nyie wengi jembe FIKIRI yal walinifahamu!
16301,3,Niggas huru wao chini kwa kitanda kwa yule ambaye atashusha & # 128586; & # 128175;
16302,3,Charlie Sheen ANAMSONGA Rihanna Kwa Kumkataa Mchumba Wake: Wewe ni Rude & # 8220; Idiot & # 8221; Na Wig Mbaya http://t.co/NChn9cRLCj
16303,1,& # 128557; & # 128557; & # 128557; & # 128557; & # 128557; RT @MyHips_DntLie: Suruali kali na rangi kali !!! Unaonekana kama ukungu! & # 128557;
16304,3,Unajua majembe haya yanatamani sana
16305,1,& # 128128; & # 128128; RT & # 8220; @VersaceSilk: Wakati wewe na wavulana wako mnagundua jembe https://t.co/fbfR8trToY&#8221;
16306,3,"nimechoka ya majembe manene wanaojiita ""nene"". Bitch, yo punda mnene hawezi hata kuinama na kugusa vidole vyako nawe .."
16307,0,Akili yangu iko wazi ndege alianguka tu kando ya kichwa changu.
16308,3,Lmfaoooooooooo trash ass falcants RT @PacDaGoat: LMFAOOOOOOOOOOO ya stink @BlakeDaBasedSon
16309,3,Kuumwa wote ni wazimu.
16310,2,Riff Raff ni takataka
16311,3,Unapoona bae wanarudia tena au kutaja jembe fulani http://t.co/864iI0yIoV
